hex_id;latitud;longitud
898f53af38bffff;-8.09219;-79.08858
898f53af3d7ffff;-8.090177;-79.091385
898f53af3c3ffff;-8.091576;-79.094536
898f53af353ffff;-8.096386;-79.09803
898f53af3cbffff;-8.092975;-79.09769
898f53af35bffff;-8.097785;-79.10118
898f53ad493ffff;-8.097171;-79.10714
898f53af22fffff;-8.095772;-79.10399
898f53ad483ffff;-8.100582;-79.10748
898f53ad487ffff;-8.102595;-79.10468
898f53ad4b3ffff;-8.104609;-79.10188
898f53ad4b7ffff;-8.106622;-79.099075
898f53ad49bffff;-8.098569;-79.11029
898f53af397ffff;-8.089393;-79.082275
898f53ad4d7ffff;-8.099968;-79.11344
898f53af26fffff;-8.096557;-79.11309
898f53af27bffff;-8.091131;-79.11555
898f53af26bffff;-8.094543;-79.11589
898f53af263ffff;-8.093144;-79.11274
898f53af267ffff;-8.095158;-79.10994
898f53af24fffff;-8.089118;-79.11835
898f53af24bffff;-8.087105;-79.12115
898f53af25bffff;-8.0836935;-79.120804
898f53a8d27ffff;-8.080281;-79.12045
898f53af253ffff;-8.082294;-79.11765
898f53af243ffff;-8.085707;-79.118
898f53af247ffff;-8.08772;-79.1152
898f53a8d37ffff;-8.07687;-79.1201
898f53af2dbffff;-8.075471;-79.11695
898f53a8dafffff;-8.073458;-79.11976
898f53a8da7ffff;-8.07206;-79.11661
898f53a8db7ffff;-8.068647;-79.11626
898f53af64fffff;-8.065236;-79.115906
898f53af647ffff;-8.063837;-79.112755
898f53af60bffff;-8.062439;-79.109604
898f53af61bffff;-8.059028;-79.10926
898f53af613ffff;-8.057629;-79.10611
898f53af68fffff;-8.056231;-79.10296
898f53af477ffff;-8.058074;-79.0851
898f53af43bffff;-8.056675;-79.08195
898f53af407ffff;-8.053264;-79.081604
898f53af403ffff;-8.05125;-79.084404
898f53af4cfffff;-8.047225;-79.09001
898f53af41bffff;-8.049237;-79.087204
898f53af417ffff;-8.049852;-79.08125
898f53af4bbffff;-8.048453;-79.0781
898f53af4b3ffff;-8.047055;-79.07495
898f53af487ffff;-8.045042;-79.07776
898f53a1b5bffff;-8.040232;-79.07426
898f53a1b4bffff;-8.043643;-79.07461
898f53a1b53ffff;-8.038834;-79.071106
898f53a1a37ffff;-8.033409;-79.07356
898f53a1aa3ffff;-8.026587;-79.07287
898f53a1ab3ffff;-8.023175;-79.07252
898f53a184bffff;-8.019764;-79.07217
898f53a1a87ffff;-8.021162;-79.07532
898f53a1abbffff;-8.024573;-79.07567
898f53a185bffff;-8.016353;-79.07182
898f53a1853ffff;-8.014954;-79.06867
898f53a1843ffff;-8.018365;-79.06902
898f53af687ffff;-8.0548315;-79.09981
898f53af6b3ffff;-8.056845;-79.09701
898f53af44fffff;-8.055447;-79.09386
898f53af47bffff;-8.057459;-79.09105
898f53af463ffff;-8.059472;-79.08825
898f53a1bcfffff;-8.037435;-79.067955
898f53a1bcbffff;-8.035422;-79.07076
898f53a1a33ffff;-8.031396;-79.07636
898f53a1aafffff;-8.029998;-79.07321
898f53a18cfffff;-8.013556;-79.06552
898f53a1857ffff;-8.016967;-79.06587
898f53a180bffff;-8.01898;-79.06307
898f53a1873ffff;-8.022391;-79.063416
898f53a180fffff;-8.020992;-79.060265
898f53a1877ffff;-8.024404;-79.060616
898f53a183bffff;-8.0230055;-79.057465
898f53a1833ffff;-8.021606;-79.05431
898f53a1837ffff;-8.02362;-79.05151
898f53a1867ffff;-8.027815;-79.06096
898f53a1b9bffff;-8.031226;-79.06131
898f53a1b93ffff;-8.029828;-79.05816
898f53a1b83ffff;-8.033239;-79.05851
898f53a1b8bffff;-8.034637;-79.06166
898f53a1b8fffff;-8.036651;-79.05885
898f53a1babffff;-8.042074;-79.056404
898f53a1bbbffff;-8.038663;-79.05605
898f53a1b07ffff;-8.043473;-79.05955
898f53a1b3bffff;-8.046885;-79.0599
898f53a1b23ffff;-8.048897;-79.0571
898f53ae6cbffff;-8.049511;-79.05115
898f53a1b37ffff;-8.047499;-79.05395
898f53ae6dbffff;-8.0461;-79.0508
898f53ae6d3ffff;-8.044701;-79.047646
898f53a1ba7ffff;-8.042688;-79.050446
898f53ae6c3ffff;-8.048112;-79.048
898f53ae6d7ffff;-8.046714;-79.044846
898f53ae623ffff;-8.062985;-79.03748
898f53ae637ffff;-8.061586;-79.03433
898f53ae0cbffff;-8.063599;-79.03153
898f53ae0c3ffff;-8.0622;-79.02838
898f53ae0d7ffff;-8.060801;-79.02523
898f53ae09bffff;-8.0594015;-79.02208
898f53ae467ffff;-8.05599;-79.021736
898f53ae477ffff;-8.052579;-79.021385
898f53ae473ffff;-8.050567;-79.024185
898f53ae40bffff;-8.047155;-79.02384
898f53ae43bffff;-8.05118;-79.018234
898f53ae407ffff;-8.04777;-79.01789
898f53ae433ffff;-8.049782;-79.01508
898f53ae4a3ffff;-8.044971;-79.01159
898f53ae4abffff;-8.0463705;-79.01474
898f53ae4afffff;-8.048383;-79.01194
898f53ae4b7ffff;-8.043572;-79.00844
898f53a0b7bffff;-8.042173;-79.005295
898f53a0b63ffff;-8.044186;-79.00249
898f53a0b67ffff;-8.046198;-78.99969
898f53ae593ffff;-8.04821;-78.99689
898f53ae6c7ffff;-8.050125;-79.04519
898f53ae6cfffff;-8.051524;-79.04834
898f53ae657ffff;-8.054935;-79.04869
898f53ae60bffff;-8.056948;-79.04589
898f53ae60fffff;-8.05896;-79.04308
898f53ae63bffff;-8.060973;-79.04028
898f53ae597ffff;-8.050221;-78.99408
898f53a564bffff;-8.052234;-78.99128
898f53a564fffff;-8.054246;-78.98848
898f53a567bffff;-8.056258;-78.98568
898f53a5663ffff;-8.0582695;-78.98287
898f53a566fffff;-8.061681;-78.98322
898f53a529bffff;-8.063693;-78.98042
898f53a5293ffff;-8.062294;-78.97727
898f53a562fffff;-8.060894;-78.97412
898f53a5283ffff;-8.065705;-78.977615
898f53a528bffff;-8.067104;-78.98077
898f53a52d7ffff;-8.065092;-78.98357
898f53a52c7ffff;-8.068503;-78.98392
898f53a52cfffff;-8.069902;-78.98707
898f53a5257ffff;-8.073314;-78.98741
898f53a5243ffff;-8.074713;-78.99056
898f53a524fffff;-8.078124;-78.990906
898f53ae1b7ffff;-8.081535;-78.99126
898f53ae1a7ffff;-8.084947;-78.9916
898f53aecdbffff;-8.088358;-78.99195
898f53aeccbffff;-8.091769;-78.992294
898f53ae127ffff;-8.093168;-78.995445
898f53aec5bffff;-8.0965805;-78.99579
898f53aee97ffff;-8.09798;-78.99894
898f53aee8fffff;-8.10279;-79.00244
898f53aee83ffff;-8.099379;-79.00209
898f53ac193ffff;-8.129643;-79.02622
898f53ac52fffff;-8.128243;-79.02307
898f53aea53ffff;-8.128857;-79.01712
898f53ac527ffff;-8.126844;-79.01992
898f53aeacbffff;-8.125445;-79.01678
898f53aeac3ffff;-8.124045;-79.013626
898f53aead3ffff;-8.120634;-79.013275
898f53aee6fffff;-8.119235;-79.010124
898f53aea9bffff;-8.121246;-79.007324
898f53aea93ffff;-8.119847;-79.00417
898f53aee67ffff;-8.117835;-79.00697
898f53aee2bffff;-8.116436;-79.00383
898f53aee3bffff;-8.113025;-79.00348
898f53aee07ffff;-8.109613;-79.003136
898f53aee17ffff;-8.106201;-79.002785
898f53aeeabffff;-8.108213;-78.999985
898f53aee33ffff;-8.111625;-79.00033
898f53a527bffff;-8.080136;-78.988106
898f53a5273ffff;-8.078737;-78.984955
898f53a5277ffff;-8.080749;-78.982155
898f53a522bffff;-8.082761;-78.979355
898f53a5227ffff;-8.083373;-78.9734
898f53a522fffff;-8.084773;-78.97655
898f53a5343ffff;-8.088797;-78.97095
898f53a5347ffff;-8.090808;-78.96814
898f53a535bffff;-8.086784;-78.97375
898f53a530bffff;-8.089409;-78.965
898f53a533bffff;-8.093431;-78.95939
898f53a5373ffff;-8.092819;-78.96534
898f53a530fffff;-8.09142;-78.96219
898f53a5377ffff;-8.094831;-78.96254
898f53a531bffff;-8.085998;-78.964645
898f53a5313ffff;-8.084598;-78.961494
898f53a538fffff;-8.083199;-78.95835
898f53a5303ffff;-8.088009;-78.961845
898f53a5307ffff;-8.090021;-78.959045
898f53a5317ffff;-8.08661;-78.958694
898f53a5333ffff;-8.092032;-78.95624
898f53a53bbffff;-8.08521;-78.95554
898f53a53abffff;-8.088621;-78.955894
898f53a53a3ffff;-8.087222;-78.95274
898f53a53b3ffff;-8.083811;-78.9524
898f53a5383ffff;-8.079787;-78.958
898f53a5387ffff;-8.081799;-78.9552
898f53af227ffff;-8.094373;-79.10084
898f53af237ffff;-8.090961;-79.10049
898f53af3dbffff;-8.089562;-79.097336
898f53af3d3ffff;-8.088164;-79.094185
898f53af067ffff;-8.085366;-79.08788
898f53af39bffff;-8.0887785;-79.088234
898f53af06fffff;-8.086765;-79.091034
898f53af277ffff;-8.091745;-79.10959
898f53af273ffff;-8.089732;-79.1124
898f53af257ffff;-8.084308;-79.114845
898f53af20bffff;-8.086321;-79.112045
898f53af2cbffff;-8.078883;-79.1173
898f53af2cfffff;-8.080896;-79.1145
898f53af2c3ffff;-8.077484;-79.11415
898f53af2d3ffff;-8.074073;-79.1138
898f53af66bffff;-8.070661;-79.11346
898f53af67bffff;-8.067249;-79.113106
898f53af673ffff;-8.06585;-79.109955
898f53af22bffff;-8.093759;-79.10679
898f53af223ffff;-8.0923605;-79.10364
898f53af23bffff;-8.090347;-79.10644
898f53af233ffff;-8.088948;-79.10329
898f53af20fffff;-8.088334;-79.109245
898f53af207ffff;-8.086935;-79.106094
898f53af203ffff;-8.084922;-79.108894
898f53af21bffff;-8.082909;-79.111694
898f53af2c7ffff;-8.079497;-79.11135
898f53af2d7ffff;-8.076086;-79.111
898f53af66fffff;-8.072674;-79.11065
898f53af663ffff;-8.0692625;-79.110306
898f53af60fffff;-8.064452;-79.106804
898f53af6bbffff;-8.058244;-79.10016
898f53af617ffff;-8.059642;-79.10331
898f53af6a3ffff;-8.060256;-79.09735
898f53af6b7ffff;-8.058858;-79.0942
898f53af46bffff;-8.060871;-79.0914
898f53af46fffff;-8.062883;-79.0886
898f53af0d7ffff;-8.066296;-79.08894
898f53af0c7ffff;-8.069707;-79.089294
898f53af01bffff;-8.073118;-79.089645
898f53af077ffff;-8.081955;-79.08753
898f53af603ffff;-8.06104;-79.10645
898f53af00bffff;-8.07653;-79.08999
898f53af00fffff;-8.078544;-79.08719
898f53af063ffff;-8.083354;-79.09068
898f53af073ffff;-8.079942;-79.09034
898f53af06bffff;-8.084752;-79.093834
898f53af2afffff;-8.08755;-79.100136
898f53af2a7ffff;-8.086151;-79.096985
898f53af2abffff;-8.085537;-79.10294
898f53af217ffff;-8.083524;-79.10574
898f53af213ffff;-8.081511;-79.10854
898f53af2bbffff;-8.082125;-79.10259
898f53af2a3ffff;-8.084138;-79.09979
898f53af2b7ffff;-8.082739;-79.09664
898f53af07bffff;-8.081341;-79.09349
898f53af047ffff;-8.077929;-79.09314
898f53af057ffff;-8.074517;-79.0928
898f53af0cfffff;-8.071106;-79.092445
898f53af0c3ffff;-8.067694;-79.092094
898f53af0d3ffff;-8.064282;-79.09175
898f53af6a7ffff;-8.062269;-79.09455
898f53af6abffff;-8.061655;-79.1005
898f53af607ffff;-8.063053;-79.10365
898f53af6afffff;-8.063668;-79.0977
898f53af0dbffff;-8.065681;-79.0949
898f53af633ffff;-8.065066;-79.10085
898f53af637ffff;-8.06708;-79.09805
898f53af63bffff;-8.066465;-79.104004
898f53af677ffff;-8.067863;-79.107155
898f53af667ffff;-8.071276;-79.1075
898f53af29bffff;-8.074687;-79.10785
898f53af28bffff;-8.078098;-79.1082
898f53af28fffff;-8.0801115;-79.10539
898f53af287ffff;-8.078713;-79.10224
898f53af04fffff;-8.079328;-79.09629
898f53af2b3ffff;-8.080727;-79.09944
898f53af043ffff;-8.075916;-79.09594
898f53af04bffff;-8.077314;-79.09909
898f53af297ffff;-8.075301;-79.1019
898f53af283ffff;-8.0767;-79.10505
898f53af293ffff;-8.073289;-79.1047
898f53af62bffff;-8.069877;-79.10435
898f53af623ffff;-8.068479;-79.1012
898f53af62fffff;-8.07189;-79.10155
898f53af05bffff;-8.073903;-79.09875
898f53af627ffff;-8.070491;-79.0984
898f53af053ffff;-8.072504;-79.0956
898f53af0cbffff;-8.069093;-79.095245
898f53af393ffff;-8.087379;-79.08508
898f53af02bffff;-8.083968;-79.08473
898f53af08bffff;-8.068308;-79.08614
898f53af09bffff;-8.064897;-79.08579
898f53af467ffff;-8.061485;-79.08545
898f53af423ffff;-8.058688;-79.07915
898f53af42bffff;-8.060086;-79.0823
898f53af093ffff;-8.0634985;-79.08264
898f53af083ffff;-8.06691;-79.08299
898f53af08fffff;-8.070321;-79.08334
898f53af017ffff;-8.073733;-79.08369
898f53af0abffff;-8.075746;-79.08089
898f53af033ffff;-8.079157;-79.08124
898f53af023ffff;-8.082569;-79.08158
898f53af027ffff;-8.084581;-79.07878
898f53af0a3ffff;-8.074347;-79.077736
898f53af0bbffff;-8.072334;-79.080536
898f53af087ffff;-8.068923;-79.08019
898f53af0b3ffff;-8.070935;-79.077385
898f53af54bffff;-8.067524;-79.07704
898f53af097ffff;-8.065511;-79.07984
898f53af427ffff;-8.0607;-79.07635
898f53af437ffff;-8.057289;-79.076
898f53af03bffff;-8.080556;-79.08439
898f53af007ffff;-8.077145;-79.08404
898f53af003ffff;-8.075131;-79.08684
898f53af013ffff;-8.07172;-79.086494
898f53af02fffff;-8.08598;-79.08193
898f53af15bffff;-8.087994;-79.079124
898f53af037ffff;-8.08117;-79.07843
898f53af0afffff;-8.077759;-79.07809
898f53af42fffff;-8.062099;-79.0795
898f53af433ffff;-8.055277;-79.0788
898f53af4abffff;-8.051865;-79.07845
898f53af4afffff;-8.053878;-79.075645
898f53af4a3ffff;-8.050467;-79.0753
898f53a184fffff;-8.021776;-79.06937
898f53a1847ffff;-8.020378;-79.066216
898f53a1ab7ffff;-8.0251875;-79.06972
898f53a187bffff;-8.023789;-79.06657
898f53a1863ffff;-8.025803;-79.06377
898f53a186fffff;-8.029214;-79.06411
898f53a186bffff;-8.027201;-79.06692
898f53a1aa7ffff;-8.0286;-79.07006
898f53a1bdbffff;-8.032011;-79.07041
898f53a1bd3ffff;-8.030612;-79.06726
898f53a1bc3ffff;-8.034023;-79.06761
898f53a1bd7ffff;-8.032625;-79.06446
898f53a1bc7ffff;-8.0360365;-79.064804
898f53a1b13ffff;-8.038049;-79.062004
898f53a1b17ffff;-8.040062;-79.059204
898f53a1b03ffff;-8.04146;-79.062355
898f53a1b1bffff;-8.039448;-79.065155
898f53a1b57ffff;-8.040846;-79.068306
898f53a1b43ffff;-8.042245;-79.07146
898f53a1b4fffff;-8.045656;-79.0718
898f53a1b47ffff;-8.044258;-79.06865
898f53a1b0bffff;-8.042859;-79.065506
898f53a1b0fffff;-8.044871;-79.0627
898f53a1b7bffff;-8.047669;-79.069
898f53a1b73ffff;-8.04627;-79.06585
898f53af4b7ffff;-8.0490675;-79.07215
898f53af4a7ffff;-8.052479;-79.0725
898f53a1b6bffff;-8.051081;-79.06935
898f53a1b63ffff;-8.049682;-79.0662
898f53a1b77ffff;-8.048284;-79.06305
898f53af5dbffff;-8.055891;-79.072845
898f53af5d3ffff;-8.054492;-79.069695
898f53a1b6fffff;-8.053093;-79.06654
898f53a1b67ffff;-8.051695;-79.06339
898f53a1b2bffff;-8.050296;-79.06025
898f53af5cbffff;-8.059302;-79.0732
898f53af5c3ffff;-8.057903;-79.070045
898f53af59bffff;-8.055106;-79.06374
898f53af5d7ffff;-8.056505;-79.066895
898f53af593ffff;-8.053707;-79.06059
898f53a1b2fffff;-8.052309;-79.05744
898f53a1b27ffff;-8.05091;-79.05429
898f53ae653ffff;-8.052922;-79.05149
898f53ae64bffff;-8.057733;-79.05499
898f53af587ffff;-8.059132;-79.058136
898f53af597ffff;-8.05572;-79.05779
898f53ae65bffff;-8.054321;-79.05464
898f53ae643ffff;-8.056334;-79.05184
898f53af58fffff;-8.060531;-79.06129
898f53af583ffff;-8.057118;-79.06094
898f53af58bffff;-8.058517;-79.064095
898f53af5c7ffff;-8.0599165;-79.067245
898f53af513ffff;-8.061929;-79.06444
898f53af553ffff;-8.062714;-79.07354
898f53af5cfffff;-8.061315;-79.07039
898f53af557ffff;-8.064727;-79.07074
898f53af543ffff;-8.066125;-79.07389
898f53af54fffff;-8.069536;-79.07424
898f53af57bffff;-8.071549;-79.071434
898f53af0b7ffff;-8.072948;-79.074585
898f53af0a7ffff;-8.07636;-79.074936
898f53af1dbffff;-8.079771;-79.07528
898f53af1cbffff;-8.083183;-79.07563
898f53af153ffff;-8.086595;-79.07598
898f53af143ffff;-8.090006;-79.076324
898f53af147ffff;-8.092019;-79.073524
898f53af10bffff;-8.09062;-79.07037
898f53af10fffff;-8.092633;-79.06757
898f53af1c3ffff;-8.081784;-79.07248
898f53af1d3ffff;-8.078373;-79.07213
898f53af563ffff;-8.073563;-79.068634
898f53af133ffff;-8.093246;-79.061615
898f53af157ffff;-8.088608;-79.07317
898f53af1cfffff;-8.085196;-79.07283
898f53af56fffff;-8.076974;-79.06898
898f53af56bffff;-8.074961;-79.071785
898f53af547ffff;-8.068138;-79.07109
898f53af50bffff;-8.066739;-79.06794
898f53af503ffff;-8.06534;-79.06479
898f53af517ffff;-8.063942;-79.06164
898f53af5bbffff;-8.062543;-79.05849
898f53af5b3ffff;-8.061144;-79.055336
898f53ae64fffff;-8.059745;-79.052185
898f53ae647ffff;-8.058347;-79.049034
898f53ae673ffff;-8.060359;-79.046234
898f53ae677ffff;-8.062371;-79.043434
898f53ae62bffff;-8.064384;-79.040634
898f53ae62fffff;-8.066397;-79.03783
898f53ae627ffff;-8.064998;-79.034676
898f53ae053ffff;-8.06701;-79.031876
898f53ae0cfffff;-8.065611;-79.028725
898f53ae0c7ffff;-8.064212;-79.02557
898f53ae08bffff;-8.062813;-79.02243
898f53ae083ffff;-8.061414;-79.01928
898f53ae093ffff;-8.058002;-79.01893
898f53ae42bffff;-8.054591;-79.018585
898f53ae5cbffff;-8.053806;-79.00948
898f53ae437ffff;-8.051794;-79.01228
898f53ae423ffff;-8.053193;-79.015434
898f53ae42fffff;-8.056603;-79.01578
898f53ae097ffff;-8.060015;-79.01613
898f53ae0bbffff;-8.066837;-79.01682
898f53ae013ffff;-8.066224;-79.02277
898f53ae08fffff;-8.064825;-79.01962
898f53af5b7ffff;-8.063157;-79.052536
898f53ae663ffff;-8.06377;-79.046585
898f53ae667ffff;-8.065783;-79.04378
898f53ae297ffff;-8.069808;-79.03818
898f53ae05bffff;-8.068409;-79.03503
898f53ae043ffff;-8.070421;-79.03223
898f53ae057ffff;-8.069022;-79.029076
898f53ae00bffff;-8.071034;-79.02627
898f53ae427ffff;-8.055205;-79.012634
898f53ae017ffff;-8.068236;-79.01997
898f53ae003ffff;-8.069635;-79.023125
898f53ae01bffff;-8.067623;-79.025925
898f53af573ffff;-8.07015;-79.06828
898f53af50fffff;-8.068752;-79.06513
898f53af507ffff;-8.067353;-79.06198
898f53af5abffff;-8.065954;-79.05884
898f53af5a3ffff;-8.064555;-79.05569
898f53ae66bffff;-8.065169;-79.049736
898f53ae67bffff;-8.061758;-79.049385
898f53ae073ffff;-8.074446;-79.02662
898f53ae2b7ffff;-8.077244;-79.03292
898f53ae2a7ffff;-8.080656;-79.033264
898f53ae2afffff;-8.082055;-79.036415
898f53ae237ffff;-8.085466;-79.036766
898f53ac49bffff;-8.093075;-79.04656
898f53ae22bffff;-8.088264;-79.04306
898f53ac4d7ffff;-8.094474;-79.04971
898f53ac4cfffff;-8.099284;-79.05321
898f53ac4cbffff;-8.097272;-79.056015
898f53ac4c3ffff;-8.095873;-79.052864
898f53af137ffff;-8.09526;-79.058815
898f53ae2b3ffff;-8.075232;-79.03572
898f53ae207ffff;-8.081441;-79.042366
898f53ae28fffff;-8.074618;-79.04167
898f53af183ffff;-8.080999;-79.06338
898f53ac4dbffff;-8.093861;-79.055664
898f53ac4d3ffff;-8.092462;-79.05251
898f53ae26fffff;-8.091063;-79.04936
898f53ae267ffff;-8.0896635;-79.04621
898f53ae277ffff;-8.086251;-79.04587
898f53ae23bffff;-8.084853;-79.04272
898f53ae233ffff;-8.083454;-79.039566
898f53ae2abffff;-8.080042;-79.039215
898f53ae2a3ffff;-8.078643;-79.03607
898f53ae04fffff;-8.0738325;-79.03257
898f53ae04bffff;-8.07182;-79.03537
898f53ae047ffff;-8.072433;-79.02942
898f53ae07bffff;-8.075845;-79.02977
898f53af577ffff;-8.072164;-79.06548
898f53af533ffff;-8.0693655;-79.05918
898f53af53bffff;-8.070765;-79.06233
898f53af5afffff;-8.067967;-79.05603
898f53af5a7ffff;-8.066568;-79.05288
898f53ae66fffff;-8.067182;-79.04693
898f53ae29bffff;-8.069195;-79.04413
898f53ae283ffff;-8.071207;-79.04133
898f53ae287ffff;-8.073219;-79.03852
898f53ae2bbffff;-8.076631;-79.03887
898f53ae217ffff;-8.07803;-79.04202
898f53ae213ffff;-8.076017;-79.04482
898f53ae28bffff;-8.072606;-79.04447
898f53ae2d7ffff;-8.070593;-79.04728
898f53ae2d3ffff;-8.068581;-79.05008
898f53af52bffff;-8.074176;-79.06268
898f53af193ffff;-8.077588;-79.06303
898f53ae253ffff;-8.076802;-79.053925
898f53ae2c3ffff;-8.071992;-79.05043
898f53ae2dbffff;-8.06998;-79.05323
898f53ae2c7ffff;-8.074005;-79.04762
898f53ae257ffff;-8.078815;-79.051125
898f53ae273ffff;-8.084239;-79.04867
898f53ae26bffff;-8.089049;-79.05216
898f53af18fffff;-8.084411;-79.06372
898f53af1d7ffff;-8.080385;-79.06933
898f53af19bffff;-8.078986;-79.06618
898f53af567ffff;-8.075575;-79.065834
898f53af1c7ffff;-8.0837965;-79.06968
898f53af113ffff;-8.08581;-79.06687
898f53af103ffff;-8.089221;-79.06722
898f53af117ffff;-8.087822;-79.06407
898f53ae203ffff;-8.079429;-79.04517
898f53ae25bffff;-8.078201;-79.057076
898f53ae24fffff;-8.083626;-79.05462
898f53af18bffff;-8.082398;-79.06653
898f53af1a3ffff;-8.088436;-79.05812
898f53ae24bffff;-8.081613;-79.05743
898f53af197ffff;-8.0796;-79.06023
898f53af523ffff;-8.072778;-79.05953
898f53af1bbffff;-8.086424;-79.06092
898f53af1abffff;-8.089835;-79.06127
898f53af107ffff;-8.091234;-79.06442
898f53af11bffff;-8.087209;-79.07002
898f53af1afffff;-8.091847;-79.058464
898f53af1a7ffff;-8.090448;-79.05531
898f53af1b7ffff;-8.087037;-79.05497
898f53af1b3ffff;-8.085025;-79.05777
898f53af187ffff;-8.083012;-79.06057
898f53af52fffff;-8.076189;-79.059875
898f53af527ffff;-8.07479;-79.056725
898f53ae2cbffff;-8.073391;-79.05358
898f53ae2cfffff;-8.075403;-79.05077
898f53ae21bffff;-8.077416;-79.04797
898f53ae247ffff;-8.082227;-79.05147
898f53ae20bffff;-8.080828;-79.04832
898f53ae243ffff;-8.0802145;-79.054276
898f53ae27bffff;-8.085638;-79.05182
898f53ae263ffff;-8.08765;-79.04902
898f53af55bffff;-8.064113;-79.07669
898f53af51bffff;-8.063328;-79.06759
898f53af537ffff;-8.071379;-79.05638
898f53ae293ffff;-8.067796;-79.04098
898f53ae20fffff;-8.08284;-79.04552
898f53ae34fffff;-8.097713;-79.035
898f53ae343ffff;-8.094301;-79.03465
898f53ae3c7ffff;-8.088092;-79.02801
898f53ae397ffff;-8.083895;-79.01856
898f53ae1c3ffff;-8.076285;-79.008766
898f53ae51bffff;-8.05783;-79.003876
898f53ae573ffff;-8.064652;-79.00457
898f53ae5bbffff;-8.057044;-78.994774
898f53ae523ffff;-8.067278;-78.99582
898f53ae11bffff;-8.081709;-79.00631
898f53ae16bffff;-8.093343;-79.0105
898f53ae333ffff;-8.09754;-79.01995
898f53ac59bffff;-8.1071615;-79.02694
898f53ac5cbffff;-8.11136;-79.03639
898f53ac50bffff;-8.118795;-79.031136
898f53ac507ffff;-8.119409;-79.025185
898f53ac5a3ffff;-8.11661;-79.01888
898f53aee4fffff;-8.111799;-79.01539
898f53aee57ffff;-8.106988;-79.01189
898f53aeec7ffff;-8.102178;-79.00839
898f53ae167ffff;-8.093955;-79.00455
898f53ae12bffff;-8.092556;-79.001396
898f53ae133ffff;-8.087746;-78.9979
898f53ae1b3ffff;-8.079523;-78.99406
898f53a5253ffff;-8.071301;-78.99021
898f53a52dbffff;-8.06448;-78.98952
898f53ae5afffff;-8.062468;-78.992325
898f53ae503ffff;-8.059842;-79.001076
898f53ae5d7ffff;-8.051008;-79.00318
898f53ae5d3ffff;-8.048996;-79.00599
898f53ae557ffff;-8.059229;-79.00703
898f53ae54bffff;-8.062027;-79.01333
898f53ae0b7ffff;-8.067451;-79.01087
898f53ae56bffff;-8.069463;-79.00807
898f53ae567ffff;-8.070076;-79.00211
898f53ae183ffff;-8.0755;-78.999664
898f53ae18fffff;-8.078911;-79.00001
898f53ae103ffff;-8.083721;-79.0035
898f53ae173ffff;-8.0885315;-79.007
898f53ae0afffff;-8.072261;-79.014366
898f53ae033ffff;-8.07366;-79.01752
898f53ae3dbffff;-8.084067;-79.033615
898f53ae353ffff;-8.09089;-79.03431
898f53ae22fffff;-8.090277;-79.04026
898f53ac487ffff;-8.097099;-79.040955
898f53ac4abffff;-8.103923;-79.04165
898f53ac423ffff;-8.110746;-79.04234
898f53ac55bffff;-8.11617;-79.039894
898f53ac54fffff;-8.121594;-79.03744
898f53ae58bffff;-8.05302;-79.00038
898f53ae077ffff;-8.076459;-79.02382
898f53ae067ffff;-8.07987;-79.02416
898f53ae383ffff;-8.085294;-79.021706
898f53ae313ffff;-8.090104;-79.02521
898f53ae06fffff;-8.081269;-79.02731
898f53ac523ffff;-8.124832;-79.02273
898f53aeadbffff;-8.122033;-79.016426
898f53ac5abffff;-8.118009;-79.02203
898f53ac597ffff;-8.107775;-79.02099
898f53ae373ffff;-8.098327;-79.02905
898f53ac5d3ffff;-8.106548;-79.0329
898f53ae367ffff;-8.10375;-79.026596
898f53ae32bffff;-8.102351;-79.023445
898f53ae327ffff;-8.102963;-79.017494
898f53ae3afffff;-8.096141;-79.0168
898f53ae3b7ffff;-8.091331;-79.0133
898f53ae143ffff;-8.084508;-79.0126
898f53ae153ffff;-8.081096;-79.01226
898f53ae027ffff;-8.079084;-79.01506
898f53ae02fffff;-8.080483;-79.01821
898f53ae007ffff;-8.071648;-79.02032
898f53ae31bffff;-8.091503;-79.02836
898f53ae303ffff;-8.093515;-79.02555
898f53ac557ffff;-8.116783;-79.033936
898f53ac577ffff;-8.124219;-79.02868
898f53ae33bffff;-8.098939;-79.023094
898f53ae36bffff;-8.103137;-79.03255
898f53ae1dbffff;-8.074273;-79.011566
898f53ae02bffff;-8.078471;-79.02101
898f53ac5b7ffff;-8.115211;-79.01573
898f53ac53bffff;-8.12282;-79.02553
898f53ac573ffff;-8.122207;-79.03148
898f53ac563ffff;-8.125619;-79.03183
898f53ac57bffff;-8.123607;-79.03463
898f53ac547ffff;-8.120194;-79.03429
898f53ac543ffff;-8.118182;-79.03709
898f53ac54bffff;-8.119581;-79.04024
898f53ac553ffff;-8.114771;-79.03674
898f53ac43bffff;-8.108733;-79.04515
898f53ac41bffff;-8.101297;-79.05041
898f53ac48bffff;-8.096486;-79.046906
898f53ac493ffff;-8.091676;-79.04341
898f53ac483ffff;-8.095087;-79.043755
898f53ac497ffff;-8.093688;-79.04061
898f53ae35bffff;-8.092289;-79.03746
898f53ac5dbffff;-8.107947;-79.03605
898f53ac5a7ffff;-8.118622;-79.01608
898f53ae3bbffff;-8.090717;-79.01926
898f53ae38fffff;-8.088705;-79.02206
898f53ae14bffff;-8.085907;-79.015755
898f53aeedbffff;-8.098153;-79.01399
